,Title,Date,Time,Score,Comments
1174,"Massive drug lab scandal results in 20,000 convictions dropped",19-04-2017,02:03:59,250,20
1175,UN official: Israels occupation is corrosive of human rights and democratic values,19-04-2017,22:50:57,4,9
1176,Louisville judge releases man given beer by arson investigators on day of confession,19-04-2017,22:45:55,5,0
1177,US intercepts 2 Russian bombers off Alaskas coast,18-04-2017,23:31:40,344,195
1178,U.S. says Iran complies with nuke deal but orders review on lifting sanctions,19-04-2017,15:49:25,17,0
1179,Prosecutors Move To Toss Thousands Of Drug Cases Tainted By Criminal Chemist,19-04-2017,06:02:45,102,9
1180,Richard Simmons hospitalized in California,18-04-2017,21:25:04,485,94
1181,Scientists launch global search for 25 lost species,19-04-2017,17:06:26,10,0
1182,NYT public editor: Failure to detail Barghoutis crimes discredits us,19-04-2017,16:11:04,12,3
1183,"Nearly 20,000 drug convictions dismissed over chemists misconduct",19-04-2017,06:39:55,73,11
1184,Famine is already killing children in Yemen,19-04-2017,22:10:18,2,1
1185,Hernandezs Agent: No chance it was suicide,19-04-2017,22:04:22,5,23
1186,March and year to date were 2nd warmest on record for world,19-04-2017,19:28:21,6,5
1187,Saxophone playing driver arrested for rehearsing on the highway,19-04-2017,20:00:34,4,2
1188,Iran warns America against bullying other countries and intervening in their internal affairs,19-04-2017,22:45:21,2,6
1189,"Florida state senator calls colleagues racists slurs, refuses to resign",19-04-2017,06:56:55,51,14
1190,Physician who sexually battered employees gets no jail time.,19-04-2017,22:20:23,2,2
1191,Malaysia Air Is First Airline to Track Fleet With Satellites,19-04-2017,04:08:50,88,37
1192,Intruder inside Drakes home only raided rappers fridge,19-04-2017,10:26:57,23,14
1193,Earth Day And The March For Science,19-04-2017,22:08:27,3,0
1194,Indian firms Zika virus vaccine 100% efficient in animal trials,18-04-2017,19:46:32,368,18
1195,Russian bombers again fly near Alaska,19-04-2017,21:20:57,3,11
1196,Detroit doctor charged with female genital mutilation ordered to jail,18-04-2017,21:39:29,230,101
1197,F**k off back to India - Irish womans racist abuse caught on camera on Limerick train,19-04-2017,00:19:27,139,96
1198,"Dorrance Hill Hamilton, whose grandfather invented the process used to make Campbells condensed soups and who used her inherited fortune for philanthropy, has died. She was 88.",19-04-2017,02:42:04,84,3
1199,Harvard Activists Say Theyre So Sorry for Posting Fake Deportation Notices,18-04-2017,16:49:43,508,460
